ID	Longitude	Latitude	number	Habitat
379	8.9	71.2	3	Aquatic
746	-156.8	71.3	15	Terrestrial
745	-156.6	71.3	28	Terrestrial
138	-150.2	73.2	11	Aquatic
376	8.5	73.8	12	Aquatic
136	-150.1	75.2	10	Aquatic
143	-156	75.3	10	Aquatic
310	-68.2	76.2	9	Aquatic
139	-150.2	77.1	15	Aquatic
135	15.7	78.2	1	Aquatic
230	-3.2	78.9	9	Aquatic
374	8.1	78.9	7	Aquatic
714	12.1	78.9	1	Terrestrial
427	-9.5	79	9	Aquatic
716	12.2	79	3	Terrestrial
718	12.3	79	1	Terrestrial
717	12.2	79.1	5	Terrestrial
719	12.3	79.1	2	Terrestrial
137	-150.1	79.2	16	Aquatic
715	12.1	79.5	6	Terrestrial
389	-81.6	81	26	Aquatic
